"start_id","end_id","type"
"term_14b44d33cc44","KU_JTG_5210_2018_5.1.6_4a7b2c9d","MENTIONED_IN_KU"
"term_8c723d97fab7","KU_JTG_5210_2018_5.1.6_4a7b2c9d","MENTIONED_IN_KU"
"term_053ac3d6b038","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_053ac3d6b038","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_053ac3d6b038","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_053ac3d6b038","KU_JTG_5210_2018_5.1.7_6a8b9c1d","MENTIONED_IN_KU"
"term_1ac4e52e0787","KU_JTG_5150_2020_10.2.8_4e8a2b1c","MENTIONED_IN_KU"
"term_1ac4e52e0787","KU_JTG_5150_2020__i9j0k1l2","MENTIONED_IN_KU"
"term_1ac4e52e0787","KU_JTG_5150_2020_3_8a9b2c1d","MENTIONED_IN_KU"
"term_1ac4e52e0787","KU_JTG_5210_2018_5.1.7_6a8b9c1d","MENTIONED_IN_KU"
"term_ee4cb3d26f65","KU_JTG_5210_2018_5.1.7_6a8b9c1d","MENTIONED_IN_KU"
"term_344b0c70327d","KU_JTG_5150_2020_2_8a9b2c1d","MENTIONED_IN_KU"
"term_344b0c70327d","KU_JTG_5150_2020_3_8a7f3b1c","MENTIONED_IN_KU"
"term_344b0c70327d","KU_JTG_5150_2020_4_8a9b2c1d","MENTIONED_IN_KU"
"term_344b0c70327d","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_344b0c70327d","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_c25f41ca98d9","KU_JTG_5150_2020_2_8a9b2c1d","MENTIONED_IN_KU"
"term_c25f41ca98d9","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_c25f41ca98d9","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_c25f41ca98d9","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_c25f41ca98d9","KU_JTG_5210_2018_5.1.7_6a8b9c1d","MENTIONED_IN_KU"
"term_76d0c0df80f8","KU_JTG_5210_2018_5.1.4_6a7b8c9d","MENTIONED_IN_KU"
"term_76d0c0df80f8","KU_JTG_5150_2020__i9j0k1l2","MENTIONED_IN_KU"
"term_76d0c0df80f8","KU_JTG_5150_2020_13_8a9b2c1d","MENTIONED_IN_KU"
"term_76d0c0df80f8","KU_JTG_5210_2018_5.1.7_6a8b9c1d","MENTIONED_IN_KU"
"term_b03479a4999c","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_8b41244d935e","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_dd74c7e98c2f","KU_JTG_5150_2020_1_1f2a8b4e","MENTIONED_IN_KU"
"term_dd74c7e98c2f","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_dd74c7e98c2f","KU_JTG_D30_2015_3_8a9b2c1d","MENTIONED_IN_KU"
"term_dd74c7e98c2f","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_5a1ae3a7232a","KU_JTG_5150_2020_4_8a9b2c1d","MENTIONED_IN_KU"
"term_5a1ae3a7232a","KU_JTG_5150_2020_3_7e8f3a4b","MENTIONED_IN_KU"
"term_5a1ae3a7232a","KU_JTG_5150_2020_1_8a7f3b1e","MENTIONED_IN_KU"
"term_5a1ae3a7232a","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_d254bebf0f4b","KU_JTG_5150_2020_1_8a7f3b1e","MENTIONED_IN_KU"
"term_d254bebf0f4b","KU_JTG_5210_2018_1_6a7b8c9d","MENTIONED_IN_KU"
"term_9cdff7f0baa2","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_684a465378ac","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_aefb2b0da08b","KU_JTG_5150_2020_9.2.5_9c4d1e7f","MENTIONED_IN_KU"
"term_aefb2b0da08b","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_aefb2b0da08b","KU_JTG_5150_2020_9.2.4_8a7b6c5d","MENTIONED_IN_KU"
"term_aefb2b0da08b","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_aefb2b0da08b","KU_JTG_5150_2020_10.2.7_8a9b2c1d","MENTIONED_IN_KU"
"term_741a09e4e9d3","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_00a9af86ad0a","KU_JTG_5210_2018_2_9e8f7a6b","MENTIONED_IN_KU"
"term_182e167d00d3","KU_JTG_5210_2018_2_9a7b3c1d","MENTIONED_IN_KU"
"term_351f883695e4","KU_JTG_5210_2018_2_9a7b3c1d","MENTIONED_IN_KU"
"term_59867f8607db","KU_JTG_5210_2018_2_9a7b3c1d","MENTIONED_IN_KU"
"term_2f29da3a1a01","KU_JTG_5210_2018_2_9a7b3c1d","MENTIONED_IN_KU"
"term_2f29da3a1a01","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_cd0e8bb0ae60","KU_JTG_5210_2018_7.2.3_4a7b2c9d","MENTIONED_IN_KU"
"term_cd0e8bb0ae60","KU_JTG_5210_2018_7.3.1_6a8b2c1d","MENTIONED_IN_KU"
"term_2765287aa96c","KU_JTG_5210_2018_7.2.3_4a7b2c9d","MENTIONED_IN_KU"
"term_2765287aa96c","KU_JTG_5210_2018_2_6a7b8c9d","MENTIONED_IN_KU"
"term_d635ea945053","KU_JTG_5210_2018_2_5i6j7k8l","MENTIONED_IN_KU"
"term_bfad2f276fa7","KU_JTG_5210_2018_2_5i6j7k8l","MENTIONED_IN_KU"
"term_bfad2f276fa7","KU_JTG_5150_2020_4.4.9_8a7b6c5d","MENTIONED_IN_KU"
"term_e2a9d264b727","KU_JTG_5210_2018_5.1.4_6a7b8c9d","MENTIONED_IN_KU"
"term_dccf5e328347","KU_JTG_5210_2018_7.3.1_6a8b2c1d","MENTIONED_IN_KU"
"term_600e83a0ba35","KU_JTG_5210_2018_7.3.1_9e3f7a4b","MENTIONED_IN_KU"
"term_e6d20360e9fe","KU_JTG_D30_2015_3_8a9b2c1d","MENTIONED_IN_KU"
"term_56ba617e1191","KU_JTG_D30_2015_3_8a9b2c1d","MENTIONED_IN_KU"
"term_f0a04e2d2f9f","KU_JTG_D30_2015_3_8a9b2c1d","MENTIONED_IN_KU"
"term_3578052c0e2d","KU_JTG_D30_2015_3_8a9b2c1d","MENTIONED_IN_KU"
"term_3de707897b94","KU_JTG_D30_2015_3_8a9b2c1d","MENTIONED_IN_KU"
"term_3ec62a8992ed","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_93f727424a26","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_5192aedccaae","KU_JTG_5150_2020_15_8e1f4a6b","MENTIONED_IN_KU"
"term_5192aedccaae","KU_JTG_5150_2020_1_8a7f3b1e","MENTIONED_IN_KU"
"term_5192aedccaae","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_5192aedccaae","KU_JTG_5150_2020_1_8a7b3c9d","MENTIONED_IN_KU"
"term_5192aedccaae","KU_JTG_5150_2020_10.3.1_8f1a2b3c","MENTIONED_IN_KU"
"term_4897bdf8dfec","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_f0f1abd406b5","KU_JTG_5150_2020_3_8a9b2c1d","MENTIONED_IN_KU"
"term_f0f1abd406b5","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_f0f1abd406b5","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_424896a73334","KU_JTG_5150_2020_10.2.1_d4e5f6a7","MENTIONED_IN_KU"
"term_424896a73334","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_424896a73334","KU_JTG_5150_2020_10.3.1_8f1a2b3c","MENTIONED_IN_KU"
"term_424896a73334","KU_JTG_5150_2020_1_8a7f3b1e","MENTIONED_IN_KU"
"term_718e649017fc","KU_JTG_5150_2020_2_1f4e6a2b","MENTIONED_IN_KU"
"term_718e649017fc","KU_JTG_5150_2020_1_8a9b2c3d","MENTIONED_IN_KU"
"term_718e649017fc","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_718e649017fc","KU_JTG_5150_2020_10.1.1_e1f2g3h4","MENTIONED_IN_KU"
"term_718e649017fc","KU_JTG_5150_2020_8.2.1_6a7b8c9d","MENTIONED_IN_KU"
"term_0eafcb149bcd","KU_JTG_D30_2015_3_5f6a8b3e","MENTIONED_IN_KU"
"term_17deb46a42dc","KU_JTG_5110_2023_4.4.3_8a9b2c1d","MENTIONED_IN_KU"
"term_1215201aa9c9","KU_JTG_5110_2023_4.4.3_8a9b2c1d","MENTIONED_IN_KU"
"term_0136ef5c8502","KU_JTG_5110_2023_4.4.3_3e4f7g8h","MENTIONED_IN_KU"
"term_0136ef5c8502","KU_JTG_5110_2023_4.4.3_8a9b2c1d","MENTIONED_IN_KU"
"term_0136ef5c8502","KU_JTG_5150_2020_9.1.1_8f3a1b2c","MENTIONED_IN_KU"
"term_f33ea7d37bee","KU_JTG_5110_2023_4.4.3_3e4f7g8h","MENTIONED_IN_KU"
"term_f33ea7d37bee","KU_JTG_5110_2023_4.4.3_8a9b2c1d","MENTIONED_IN_KU"
"term_ba40014ff496","KU_JTG_5110_2023_4.4.3_8a9b2c1d","MENTIONED_IN_KU"
"term_ae72b532f4b8","KU_JTG_5110_2023_4.4.3_8a9b2c1d","MENTIONED_IN_KU"
"term_511e29fc8704","KU_JTG_5110_2023_4.4.3_3e4f7g8h","MENTIONED_IN_KU"
"term_2d50c5add392","KU_JTG_5110_2023_4.4.3_3e4f7g8h","MENTIONED_IN_KU"
"term_ff80c4c61eb0","KU_JTG_5110_2023_4.4.3_3e4f7g8h","MENTIONED_IN_KU"
"term_842cf9dad546","KU_JTG_5110_2023_4.4.3_3e4f7g8h","MENTIONED_IN_KU"
"term_c08415be2a02","KU_JTG_5110_2023_6_8f3a1b2c","MENTIONED_IN_KU"
"term_2b46c6d3e91b","KU_JTG_5110_2023_6_8f3a1b2c","MENTIONED_IN_KU"
"term_48ac74a37026","KU_JTG_5110_2023_6_8f3a1b2c","MENTIONED_IN_KU"
"term_48ac74a37026","KU_JTG_5150_2020_9.5.3_8f1a2b3c","MENTIONED_IN_KU"
"term_569d26b78c3f","KU_JTG_5110_2023_6_8f3a1b2c","MENTIONED_IN_KU"
"term_a1f848b7a321","KU_JTG_5110_2023_6_8f3a1b2c","MENTIONED_IN_KU"
"term_a1f848b7a321","KU_JTG_5150_2020_9.3.3_8a7b6c5d","MENTIONED_IN_KU"
"term_a1f848b7a321","KU_JTG_5150_2020_9.2.4_3e2f1a9b","MENTIONED_IN_KU"
"term_a1f848b7a321","KU_JTG_5150_2020_2.1.13_8f1a2b3c","MENTIONED_IN_KU"
"term_c29b502b5b2d","KU_JTG_5110_2023_6_8f3a1b2c","MENTIONED_IN_KU"
"term_f567f6381fea","KU_JTG_5150_2020_2.1.12_6a8b3c1d","MENTIONED_IN_KU"
"term_f567f6381fea","KU_JTG_5150_2020_4.2.4_8a7b6c5d","MENTIONED_IN_KU"
"term_f567f6381fea","KU_JTG_5150_2020_3_5c6d1e2f","MENTIONED_IN_KU"
"term_f567f6381fea","KU_JTG_5150_2020_8.2.1_6a7b8c9d","MENTIONED_IN_KU"
"term_f567f6381fea","KU_JTG_5150_2020__a1b2c3d4","MENTIONED_IN_KU"
"term_8528c72fc8a7","KU_JTG_5150_2020_2.1.12_6a8b3c1d","MENTIONED_IN_KU"
"term_c06d17a2bf1d","KU_JTG_5150_2020_2.1.12_6a8b3c1d","MENTIONED_IN_KU"
"term_4222a54765b8","KU_JTG_5150_2020_2.1.12_6a8b3c1d","MENTIONED_IN_KU"
"term_e9fc886213b8","KU_JTG_5150_2020_2.1.12_6a8b3c1d","MENTIONED_IN_KU"
"term_a4e5338d242b","KU_JTG_5150_2020_2.1.13_8f1a2b3c","MENTIONED_IN_KU"
"term_f3d0904bac91","KU_JTG_5150_2020_8.2.1_6a7b8c9d","MENTIONED_IN_KU"
"term_f3d0904bac91","KU_JTG_5150_2020_2.1.13_8f1a2b3c","MENTIONED_IN_KU"
"term_9f4d704d93f8","KU_JTG_5150_2020_2.1.13_8f1a2b3c","MENTIONED_IN_KU"
"term_2bb3e08038cb","KU_JTG_5150_2020_2.1.19_8a7b6c5d","MENTIONED_IN_KU"
"term_8e8f3ae16d3a","KU_JTG_5150_2020_2.1.19_8a7b6c5d","MENTIONED_IN_KU"
"term_27a066a6c0d7","KU_JTG_5150_2020_2.1.19_8a7b6c5d","MENTIONED_IN_KU"
"term_2ce91e91089b","KU_JTG_5150_2020_2.1.19_8a7b6c5d","MENTIONED_IN_KU"
"term_a7d7d5450326","KU_JTG_5150_2020_4.2.2_8f3a1b2c","MENTIONED_IN_KU"
"term_09b5a4ea50ff","KU_JTG_5150_2020_4.2.2_8f3a1b2c","MENTIONED_IN_KU"
"term_a41dedf159f0","KU_JTG_5150_2020_4.2.2_8f3a1b2c","MENTIONED_IN_KU"
"term_696c80aa070a","KU_JTG_5150_2020_4.2.2_8f3a1b2c","MENTIONED_IN_KU"
"term_60541d763681","KU_JTG_5150_2020_4.2.2_8f3a1b2c","MENTIONED_IN_KU"
"term_0ba51b313276","KU_JTG_5150_2020_4.2.2_8f3a1b2c","MENTIONED_IN_KU"
"term_ff8ac51009b8","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_9dc2bded1e2b","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_9dc2bded1e2b","KU_JTG_5150_2020_1_3e4f7a8b","MENTIONED_IN_KU"
"term_b955a40d5751","KU_JTG_5150_2020_1_8a9b2c1d","MENTIONED_IN_KU"
"term_1b28c488ed5f","KU_JTG_5150_2020_1_3e4f7a8b","MENTIONED_IN_KU"
"term_245cdcd5fad2","KU_JTG_5150_2020_3_8a9b2c1d","MENTIONED_IN_KU"
"term_245cdcd5fad2","KU_JTG_5150_2020_1_3e4f7a8b","MENTIONED_IN_KU"
"term_426d010447d6","KU_JTG_5150_2020_1_5c6d9e0f","MENTIONED_IN_KU"
"term_0751ad9c9cd4","KU_JTG_5150_2020_1_5c6d9e0f","MENTIONED_IN_KU"
"term_8a5b7c2f638f","KU_JTG_5150_2020_1_5c6d9e0f","MENTIONED_IN_KU"
"term_3c4bc6e7af52","KU_JTG_5150_2020_1_5c6d9e0f","MENTIONED_IN_KU"
"term_60ab66129be8","KU_JTG_5150_2020_2_8a7f3b1c","MENTIONED_IN_KU"
"term_60ab66129be8","KU_JTG_5150_2020_7.1.2_8a9b2c1d","MENTIONED_IN_KU"
"term_bf5c949bf50c","KU_JTG_5150_2020_2_8a7f3b1c","MENTIONED_IN_KU"
"term_bfac13364e6e","KU_JTG_5150_2020_2_8a7f3b1c","MENTIONED_IN_KU"
"term_51685bc6faf8","KU_JTG_5150_2020_2_8a7f3b1c","MENTIONED_IN_KU"
"term_b527bd52d503","KU_JTG_5150_2020_4.2.4_8a7b6c5d","MENTIONED_IN_KU"
"term_c43e2a6ce139","KU_JTG_5150_2020_4.2.4_8a7b6c5d","MENTIONED_IN_KU"
"term_ef436c6bccd7","KU_JTG_5150_2020_1_8a7f3b1c","MENTIONED_IN_KU"
"term_ef436c6bccd7","KU_JTG_5150_2020_8.1.2_4a7b2c9d","MENTIONED_IN_KU"
"term_ef436c6bccd7","KU_JTG_5150_2020_4.2.4_8a7b6c5d","MENTIONED_IN_KU"
"term_ef436c6bccd7","KU_JTG_5150_2020__a4f7c2e1","MENTIONED_IN_KU"
"term_89350ed16c0f","KU_JTG_5150_2020_8.1.2_4a7b2c9d","MENTIONED_IN_KU"
"term_89350ed16c0f","KU_JTG_5150_2020_4.2.4_8a7b6c5d","MENTIONED_IN_KU"
"term_89350ed16c0f","KU_JTG_5150_2020_1_2e4f6a8b","MENTIONED_IN_KU"
"term_89350ed16c0f","KU_JTG_5150_2020__a4f7c2e1","MENTIONED_IN_KU"
"term_9af179489d29","KU_JTG_5150_2020_1_8a7f3b1c","MENTIONED_IN_KU"
"term_6afdb8ec68db","KU_JTG_5150_2020_1_8a7f3b1c","MENTIONED_IN_KU"
"term_deaa98d32006","KU_JTG_5150_2020_1_8a7f3b1c","MENTIONED_IN_KU"
"term_fcc69a13a3f7","KU_JTG_5150_2020_2_8a7f3c1d","MENTIONED_IN_KU"
"term_5bd44a07ac46","KU_JTG_5150_2020__a1b2c3d4","MENTIONED_IN_KU"
"term_5bd44a07ac46","KU_JTG_5150_2020_2_8a7f3c1d","MENTIONED_IN_KU"
"term_e8bd2d79b759","KU_JTG_5150_2020__a1b2c3d4","MENTIONED_IN_KU"
"term_e8bd2d79b759","KU_JTG_5150_2020_2_8a7f3c1d","MENTIONED_IN_KU"
"term_1b168c16385a","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_93b437b428d2","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_93b437b428d2","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_baa4c6f3ef6b","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_baa4c6f3ef6b","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_c971a79e2710","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_c971a79e2710","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_c971a79e2710","KU_JTG_5150_2020_4_8a9b2c1d","MENTIONED_IN_KU"
"term_8b01938891d8","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_8b01938891d8","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_7f0e4fe3bf2b","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_7f0e4fe3bf2b","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_43f6dbbb0bca","KU_JTG_5150_2020_15_3a7b2c9d","MENTIONED_IN_KU"
"term_43f6dbbb0bca","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_43f6dbbb0bca","KU_JTG_5150_2020_4.2.5_8a9b2c1d","MENTIONED_IN_KU"
"term_71e32038272d","KU_JTG_5150_2020_3_8a7b2c1d","MENTIONED_IN_KU"
"term_ae2b22c2b9a5","KU_JTG_5150_2020_3_8a7b2c1d","MENTIONED_IN_KU"
"term_ae2b22c2b9a5","KU_JTG_5150_2020_9.2.1_8f3a1b2c","MENTIONED_IN_KU"
"term_b4cf083f0bc5","KU_JTG_5150_2020_3_8a7b2c1d","MENTIONED_IN_KU"
"term_9a102624fa8d","KU_JTG_5150_2020_4.2.6_8f3a1b2c","MENTIONED_IN_KU"
"term_a656dd038504","KU_JTG_5150_2020_4.2.6_8f3a1b2c","MENTIONED_IN_KU"
"term_99faf7121ff6","KU_JTG_5150_2020__a1b2c3d4","MENTIONED_IN_KU"
"term_99faf7121ff6","KU_JTG_5150_2020_4.2.6_8f3a1b2c","MENTIONED_IN_KU"
"term_99faf7121ff6","KU_JTG_5150_2020_1_8a7f3b1e","MENTIONED_IN_KU"
"term_54b7b67cd46a","KU_JTG_5150_2020_4.2.6_8f3a1b2c","MENTIONED_IN_KU"
"term_54b7b67cd46a","KU_JTG_5150_2020__e5f6g7h8","MENTIONED_IN_KU"
"term_09225cdb63ce","KU_JTG_5150_2020_4.2.6_8f3a1b2c","MENTIONED_IN_KU"
"term_09225cdb63ce","KU_JTG_5150_2020_18_e1f2a3b4","MENTIONED_IN_KU"
"term_4e768b3a212f","KU_JTG_5150_2020_1_8a7f3b1e","MENTIONED_IN_KU"
"term_265e94613374","KU_JTG_5150_2020_15_d2c5e8f1","MENTIONED_IN_KU"
"term_265e94613374","KU_JTG_5150_2020_2_8a9b2c1d","MENTIONED_IN_KU"
"term_265e94613374","KU_JTG_5150_2020_3_8a7f2b1c","MENTIONED_IN_KU"
"term_265e94613374","KU_JTG_5150_2020_18_7a8b9c0d","MENTIONED_IN_KU"
"term_265e94613374","KU_JTG_5150_2020_18_e1f2a3b4","MENTIONED_IN_KU"
"term_616a8fb74d2c","KU_JTG_5150_2020_2_8a9b2c1d","MENTIONED_IN_KU"
"term_d66b878b5ffb","KU_JTG_5150_2020_2_8a9b2c1d","MENTIONED_IN_KU"
"term_d66b878b5ffb","KU_JTG_5150_2020_4_8a9b2c1d","MENTIONED_IN_KU"
"term_a09fba1a7eaf","KU_JTG_5150_2020_2_8a9b2c1d","MENTIONED_IN_KU"
"term_7fa703629113","KU_JTG_5150_2020_3_8a7f2b1c","MENTIONED_IN_KU"
"term_26d90b65c6a9","KU_JTG_5150_2020_3_8a7f2b1c","MENTIONED_IN_KU"
"term_8248bcf2e0b2","KU_JTG_5150_2020_7_8a9b2c1d","MENTIONED_IN_KU"
"term_a64fb4978eba","KU_JTG_5150_2020_7_8a9b2c1d","MENTIONED_IN_KU"
"term_6328c1785875","KU_JTG_5150_2020_10_8a7b3c9d","MENTIONED_IN_KU"
"term_6328c1785875","KU_JTG_5150_2020_7_8a9b2c1d","MENTIONED_IN_KU"
"term_1d9446a779b7","KU_JTG_5150_2020_7_3e4f7a8b","MENTIONED_IN_KU"
"term_72dbcab3ac4a","KU_JTG_5150_2020_7_3e4f7a8b","MENTIONED_IN_KU"
"term_988ef093aa1b","KU_JTG_5150_2020_7_3e4f7a8b","MENTIONED_IN_KU"
"term_46c1f7c959f5","KU_JTG_5150_2020_7_3e4f7a8b","MENTIONED_IN_KU"
"term_dc81286eefc9","KU_JTG_5150_2020_7_3e4f7a8b","MENTIONED_IN_KU"
"term_bb8840b5bc9a","KU_JTG_5150_2020_7_3e4f7a8b","MENTIONED_IN_KU"
"term_a084bb24b34b","KU_JTG_5150_2020_10_8a7b3c9d","MENTIONED_IN_KU"
"term_a084bb24b34b","KU_JTG_5150_2020_13_8a9b2c1d","MENTIONED_IN_KU"
"term_579b1e4027bd","KU_JTG_5150_2020_10_8a7b3c9d","MENTIONED_IN_KU"
"term_90166ec065ba","KU_JTG_5150_2020__i9j0k1l2","MENTIONED_IN_KU"
"term_90166ec065ba","KU_JTG_5150_2020_13_8a9b2c1d","MENTIONED_IN_KU"
"term_d24725a3054d","KU_JTG_5150_2020_13_8a9b2c1d","MENTIONED_IN_KU"
"term_d3011c8b9fd5","KU_JTG_5150_2020_13_8a9b2c1d","MENTIONED_IN_KU"
"term_ad5736686512","KU_JTG_5150_2020_15_3a7b2c9d","MENTIONED_IN_KU"
"term_9147c8c63871","KU_JTG_5150_2020_15_8e1f4a6b","MENTIONED_IN_KU"
"term_c9fdbb81bbb2","KU_JTG_5150_2020_15_d2c5e8f1","MENTIONED_IN_KU"
"term_c9fdbb81bbb2","KU_JTG_5150_2020_10.2.4_8f3a1b2c","MENTIONED_IN_KU"
"term_c9fdbb81bbb2","KU_JTG_5150_2020_15_8e1f4a6b","MENTIONED_IN_KU"
"term_6338dd818499","KU_JTG_5150_2020_15_d2c5e8f1","MENTIONED_IN_KU"
"term_4a44dc153642","KU_JTG_5150_2020_15_d2c5e8f1","MENTIONED_IN_KU"
"term_5a10fb749aed","KU_JTG_5150_2020_15_d2c5e8f1","MENTIONED_IN_KU"
"term_5a10fb749aed","KU_JTG_5150_2020_10.3.1_8f1a2b3c","MENTIONED_IN_KU"
"term_5a10fb749aed","KU_JTG_5150_2020_10.1.1_e1f2g3h4","MENTIONED_IN_KU"
"term_5a10fb749aed","KU_JTG_5150_2020_2_1e2f4a6b","MENTIONED_IN_KU"
"term_5a10fb749aed","KU_JTG_5150_2020_9.2.1_8f3a1b2c","MENTIONED_IN_KU"
"term_ab4498f31764","KU_JTG_5150_2020_18_7a8b9c0d","MENTIONED_IN_KU"
"term_ab4498f31764","KU_JTG_5150_2020_18_e1f2a3b4","MENTIONED_IN_KU"
"term_b8a09dd58c44","KU_JTG_5150_2020_18_e1f2a3b4","MENTIONED_IN_KU"
"term_1c0260ad9078","KU_JTG_5150_2020_18_e1f2a3b4","MENTIONED_IN_KU"
"term_577cff7ab23d","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_df46040d1dee","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_9fecfcddf89e","KU_JTG_5150_2020__e5f6g7h8","MENTIONED_IN_KU"
"term_9fecfcddf89e","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_9fecfcddf89e","KU_JTG_5150_2020_5_8a9b2c1d","MENTIONED_IN_KU"
"term_9fecfcddf89e","KU_JTG_5150_2020_3_8a9b2c1d","MENTIONED_IN_KU"
"term_9fecfcddf89e","KU_JTG_5150_2020__a4f7c2e1","MENTIONED_IN_KU"
"term_9ea74b744159","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_87497571c55d","KU_JTG_5150_2020__a4f7c2e1","MENTIONED_IN_KU"
"term_f2c29288cdea","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_022993406164","KU_JTG_5150_2020_9.1.1_8f3a1b2c","MENTIONED_IN_KU"
"term_022993406164","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_022993406164","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_022993406164","KU_JTG_5150_2020_4_8a9b2c1d","MENTIONED_IN_KU"
"term_c176f64023d2","KU_JTG_5150_2020_9.1.1_8f3a1b2c","MENTIONED_IN_KU"
"term_c176f64023d2","KU_JTG_5150_2020__a7b8c9d0","MENTIONED_IN_KU"
"term_d2cbad71ff33","KU_JTG_5150_2020__a1b2c3d4","MENTIONED_IN_KU"
"term_d2cbad71ff33","KU_JTG_5150_2020__e5f6g7h8","MENTIONED_IN_KU"
"term_0bbe1eb37852","KU_JTG_5150_2020_4.4.9_8a7b6c5d","MENTIONED_IN_KU"
"term_91da7293d94a","KU_JTG_5150_2020_4.4.9_8a7b6c5d","MENTIONED_IN_KU"
"term_ad4332192d18","KU_JTG_5150_2020_4.4.9_8a7b6c5d","MENTIONED_IN_KU"
"term_4653a0691b8c","KU_JTG_5150_2020_4.4.9_8a7b6c5d","MENTIONED_IN_KU"
"term_f77b71ef50ea","KU_JTG_5150_2020_3_8a9b2c1d","MENTIONED_IN_KU"
"term_034ac2bdee6a","KU_JTG_5150_2020_3_7e8f3a4b","MENTIONED_IN_KU"
"term_9d2f13d5a0c0","KU_JTG_5150_2020_3_7e8f3a4b","MENTIONED_IN_KU"
"term_95855075bab6","KU_JTG_5150_2020_2_8a7b3c9d","MENTIONED_IN_KU"
"term_95855075bab6","KU_JTG_5150_2020_3_7e8f3a4b","MENTIONED_IN_KU"
"term_95855075bab6","KU_JTG_5150_2020_4_8a9b2c1d","MENTIONED_IN_KU"
"term_2678d22c4770","KU_JTG_5150_2020_3_5c6d1e2f","MENTIONED_IN_KU"
"term_612ead64dcb8","KU_JTG_5150_2020_3_5c6d1e2f","MENTIONED_IN_KU"
"term_76839e098d2d","KU_JTG_5150_2020_9.2.1_8f3a1b2c","MENTIONED_IN_KU"
"term_76839e098d2d","KU_JTG_5150_2020_3_5c6d1e2f","MENTIONED_IN_KU"
